48.721294,2.414115
48.721276,2.414229
48.721229,2.414377
48.721348,2.414481
48.721472,2.414792
48.721547,2.414897
48.72177,2.415088
48.72177,2.415088
48.721547,2.414897
48.721472,2.414792
48.721348,2.414481
48.721229,2.414377
48.721199,2.414462
48.721037,2.41491
48.720966,2.415196
48.720917,2.415468
48.720884,2.415792
48.720892,2.415873
48.720942,2.415988
48.721064,2.416098
48.721162,2.416219
48.721204,2.416316
48.721236,2.416481
48.721218,2.416675
48.721174,2.416823
48.721069,2.417076
48.720968,2.417241
48.720696,2.417576
48.721108,2.418306
48.72146,2.418306
48.722206,2.418452
48.722554,2.418503
48.723742,2.418551
48.72395,2.418562
48.724434,2.418608
48.724555,2.418609
48.725129,2.41864
48.725191,2.418801
48.725388,2.419009
48.725609,2.419287
48.725609,2.419287
48.725388,2.419009
48.725191,2.418801
48.725129,2.41864
48.726052,2.418614
48.726571,2.418639
48.726668,2.418643
48.727011,2.418656
48.727572,2.418669
48.72744,2.419915
48.727306,2.420129
48.727271,2.420467
48.72719,2.421248
48.727488,2.421752
48.727647,2.421944
48.728774,2.42326
48.728885,2.423284
48.729015,2.423313
48.729015,2.423313
48.72904,2.423318
48.729415,2.423394
48.731008,2.423697
48.730921,2.42497
48.731005,2.424982
48.731901,2.42483
48.732619,2.42472
48.732671,2.4248
48.732744,2.424811
48.732754,2.425644
48.733398,2.425541
48.733398,2.425541
48.735383,2.425222
48.738063,2.424779
48.739633,2.424544
48.73971,2.425311
48.739608,2.425326
48.73907,2.425409
48.73907,2.425409
48.738143,2.425553
48.738063,2.424779
48.737973,2.424043
48.73804,2.423989
48.738077,2.423886
48.738079,2.423828
48.739538,2.423611
48.740283,2.423482
48.740109,2.42234
48.73995,2.421197
48.739828,2.420053
48.739698,2.418978
48.739602,2.418189
48.739496,2.417618
48.739539,2.417563
48.739567,2.417484
48.739572,2.417417
48.740042,2.417222
48.741014,2.416803
48.741118,2.41674
48.74187,2.417318
48.742491,2.417659
48.742804,2.417746
48.743121,2.417755
48.743667,2.421623
48.743481,2.421716
48.74385,2.423205
48.743894,2.423278
48.743894,2.423278
48.74385,2.423205
48.743481,2.421716
48.743096,2.421939
48.742491,2.417659
48.742804,2.417746
48.743121,2.417755
48.743472,2.417762
48.743843,2.417857
48.745758,2.418307
48.746239,2.418464
48.746391,2.418501
