48.691684,2.382499
48.69178,2.382031
48.692019,2.382139
48.692111,2.382186
48.692346,2.382291
48.692579,2.382429
48.69283,2.382559
48.69293,2.382589
48.69315,2.382714
48.692933,2.383596
48.694147,2.384366
48.694147,2.384366
48.694177,2.384339
48.694251,2.38406
48.69434,2.383841
48.695219,2.384522
48.695845,2.384976
48.696567,2.385462
48.697962,2.386425
48.698748,2.386914
48.699038,2.387096
48.700323,2.387919
48.700872,2.388381
48.701193,2.3876
48.7016,2.38804
48.701961,2.387289
48.702003,2.387233
48.702291,2.38772
48.702421,2.387941
48.702686,2.388388
48.703243,2.38933
48.703281,2.389392
48.703553,2.389856
48.7039,2.390378
48.704012,2.390543
48.704135,2.390727
48.704163,2.390771
48.704626,2.391453
48.705186,2.392293
48.70524,2.392378
48.704278,2.393701
48.704153,2.393924
48.704116,2.393952
48.704082,2.393949
48.704026,2.393899
48.703944,2.393759
48.703901,2.393634
48.703775,2.393443
48.703775,2.393443
48.703638,2.393234
48.704626,2.391453
48.705186,2.392293
48.70524,2.392378
48.705547,2.393016
48.705721,2.39338
48.705727,2.393391
48.706131,2.394257
48.70635,2.394723
48.706415,2.395082
48.706401,2.395121
48.706399,2.395209
48.706434,2.39528
48.70651,2.3953
48.706568,2.395224
48.706707,2.395405
48.7068,2.395558
48.70699,2.395909
48.707225,2.396334
48.707404,2.39666
48.707744,2.397263
48.707797,2.397355
48.708845,2.399099
48.709144,2.399484
48.709275,2.399617
48.709648,2.399971
48.710225,2.40038
48.710676,2.400669
48.710676,2.400669
48.710977,2.400837
48.711121,2.400953
48.711573,2.401616
48.711711,2.40176
48.711889,2.401896
48.712394,2.402281
48.712485,2.402376
48.712535,2.402484
48.71251,2.402638
48.712453,2.402866
48.712303,2.403507
48.712249,2.403743
48.712236,2.4038
48.712199,2.404031
48.712182,2.40405
48.712161,2.404124
48.712169,2.404172
48.712201,2.404218
48.712266,2.404209
48.712327,2.404306
48.71266,2.404535
48.71279,2.404589
48.712878,2.404653
48.713295,2.405016
48.713656,2.405403
48.714147,2.406009
48.714582,2.406649
48.714909,2.407176
48.714909,2.407176
48.714982,2.407293
48.71525,2.407846
48.715477,2.408401
48.715688,2.408824
48.71649,2.410057
48.716815,2.410466
48.717279,2.411142
48.717463,2.411456
48.717697,2.411927
48.717964,2.412408
48.718515,2.413245
48.718582,2.413345
48.718896,2.413824
48.719247,2.414384
48.720081,2.415798
48.720313,2.416424
48.720289,2.416502
48.720305,2.416566
48.720338,2.416596
48.720375,2.416594
48.720393,2.416715
48.720541,2.417196
48.720696,2.417576
48.720968,2.417241
48.721069,2.417076
48.721174,2.416823
48.721218,2.416675
48.721236,2.416481
48.721204,2.416316
48.721162,2.416219
48.721064,2.416098
48.720942,2.415988
48.720892,2.415873
48.720884,2.415792
48.720917,2.415468
48.720966,2.415196
48.721037,2.41491
48.721199,2.414462
48.720742,2.414141
48.719618,2.412899
48.719247,2.412453
48.719155,2.412278
48.71893,2.41166
48.71893,2.41166
48.718876,2.411509
48.718601,2.411107
48.718012,2.409961
48.717984,2.409874
48.71801,2.409756
48.718092,2.409901
48.718201,2.410025
48.718397,2.410152
48.719168,2.410422
48.719216,2.410404
48.719277,2.410313
48.719754,2.411032
48.719964,2.411446
48.72012,2.411959
48.720181,2.412103
48.720274,2.412272
48.720588,2.412744
48.721236,2.413799
48.721285,2.413967
